place,website
"Corpus Christi, Texas",https://www.corpuschristitx.gov/
"Fort Collins, Colorado",https://www.fcgov.com/
"Antioch, California",https://www.antiochca.gov/
"Jackson, Mississippi",https://www.jacksonms.gov/
"Fayetteville, North Carolina",https://www.fayettevillenc.gov/Home
"Myrtle Beach, South Carolina",https://cityofmyrtlebeach.com/government/index.php
"Henderson, Nevada",https://www.cityofhenderson.com/government
"Mobile, Alabama",https://www.cityofmobile.org/
"Lexington, Kentucky",https://www.lexingtonky.gov/
"Lansing, Michigan",https://www.lansingmi.gov/
"Savannah, Georgia",https://www.savannahga.gov/
"Youngstown, Ohio",https://youngstownohio.gov/
"Ann Arbor, Michigan",https://www.a2gov.org/
"Santa Ana, California",https://www.santa-ana.org/
"Irvine, California",https://cityofirvine.org/
"St. Paul, Minnesota",https://www.stpaul.gov/
"Poughkeepsie, New York",https://cityofpoughkeepsie.com/
"Newark, New Jersey",https://www.newarknj.gov/
"Santa Rosa, California",https://www.srcity.org/
"Concord, North Carolina",https://concordnc.gov/
"Winter Haven, Florida",https://www.mywinterhaven.com/
"Asheville, North Carolina",https://www.ashevillenc.gov/
"Canton, Ohio",https://cantonohio.gov/
"Lincoln, Nebraska",https://www.lincoln.ne.gov/Home
"Flint, Michigan",https://www.cityofflint.com/
"Lakeland, Florida",https://www.lakelandgov.net/
"Jersey City, New Jersey",https://www.jerseycitynj.gov/
"Anchorage, Alaska",https://www.muni.org/pages/default.aspx
"Springfield, Missouri",https://www.springfieldmo.gov/
"Plano, Texas",https://www.plano.gov/
"Lubbock, Texas",https://www.lubbockcounty.gov/
"Davenport, Iowa",https://davenportiowa.com/
"Reading, Pennsylvania",https://www.readingpa.gov/
"Shreveport, Louisiana",https://www.shreveportla.gov/
"Chandler, Arizona",https://www.chandleraz.gov/
"South Bend, Indiana",https://southbendin.gov/
"Wilmington, North Carolina",https://www.wilmingtonnc.gov/Home
"Chula Vista, California",https://www.chulavistaca.gov/
"Rockford, Illinois",https://www.rockfordil.gov/
"Eugene, Oregon",https://eugene-or.gov/
"Salem, Oregon",https://www.cityofsalem.net/government
"Gilbert, Arizona",https://www.gilbertaz.gov/
"North Las Vegas, Nevada",https://www.cityofnorthlasvegas.com/
"Santa Clarita, California",https://santaclarita.gov/
"Peoria, Illinois",https://www.peoriagov.org/
"Tallahassee, Florida",https://www.talgov.com/Main/Home
"Killeen, Texas",https://www.killeentexas.gov/
"St. Petersburg, Florida",https://www.stpete.org/
"Kennewick, Washington",https://www.go2kennewick.com/
"Columbus, Georgia",https://www.columbusga.gov/
"Laredo, Texas",https://www.webbcountytx.gov/
"Irving, Texas",https://www.irvingtx.gov/
"Round Lake Beach, Illinois",https://www.roundlakebeachil.gov/
"Montgomery, Alabama",https://www.montgomeryal.gov/
"Chesapeake, Virginia",https://www.cityofchesapeake.net/
"Glendale, Arizona",https://www.glendaleaz.com/
"Nashua, New Hampshire",https://www.nashuanh.gov/
"York, Pennsylvania",https://yorkcountypa.gov/
"Garland, Texas",https://www.garlandtx.gov/
"Rock Hill, South Carolina",https://www.cityofrockhill.com/government
"Scottsdale, Arizona",https://www.scottsdaleaz.gov/
"Aguadilla, Puerto Rico",https://www.pr.gov/directorio-municipos/aguadilla
"Arlington, Virginia",https://www.arlingtonva.us/Home
"Norfolk, Virginia",https://www.norfolk.gov/
"Appleton, Wisconsin",https://appletonwi.gov/
"Enterprise, Nevada",https://www.clarkcountynv.gov/government/departments/comprehensive_planning_department/divisions/advanced_planning_division/enterprise
"Gulfport, Mississippi",https://www.gulfport-ms.gov/
"Lafayette, Louisiana",https://www.lafayettela.gov/
"Bremerton, Washington",http://www.bremertonwa.gov/
"Fremont, California",https://www.fremont.gov/
"Green Bay, Wisconsin",https://www.greenbaywi.gov/
"Fargo, North Dakota",https://fargond.gov/
"Deltona, Florida",https://www.deltonafl.gov/
"Brownsville, Texas",https://www.brownsvilletx.gov/
"Hialeah, Florida",https://www.hialeahfl.gov/
"San Bernardino, California",https://www.sanbernardino.gov/
"Tacoma, Washington",https://tacoma.gov/
"Gainesville, Florida",https://www.gainesvillefl.gov/Home
"Spring Valley, Nevada",https://www.clarkcountynv.gov/government/departments/comprehensive_planning_department/divisions/advanced_planning_division/spring-valley
"Clarksville, Tennessee",https://www.clarksvilletn.gov/
"College Station, Texas",https://www.cstx.gov/
"Olympia, Washington",https://www.olympiawa.gov/
"Roanoke, Virginia",https://www.roanokeva.gov/
"Portland, Maine",https://portlandmaine.gov/
"Fontana, California",https://www.fontanaca.gov/
"Spartanburg, South Carolina",https://www.spartanburgcounty.org/
"Moreno Valley, California",https://moval.gov/
"Frisco, Texas",https://www.collincountytx.gov/
"Yonkers, New York",https://www.yonkersny.gov/
"Thousand Oaks, California",https://toaks.gov/
"Sioux Falls, South Dakota",https://www.siouxfalls.gov/home
"Hagerstown, Maryland",https://www.hagerstownmd.org/
"Evansville, Indiana",https://www.evansvillegov.org/
"Amarillo, Texas",https://www.amarillo.gov/
"Kalamazoo, Michigan",https://www.kalamazoocity.org/Home
"Lorain, Ohio",https://www.cityoflorain.org/
"Galveston, Texas",https://www.galvestontx.gov/
"McKinney, Texas",https://www.mckinneytexas.org/
"Huntington, West Virginia",https://cityofhuntington.com/
"Nampa, Idaho",https://www.cityofnampa.us/
"Hickory, North Carolina",https://www.hickorync.gov/departments
"Waterbury, Connecticut",https://www.waterburyct.org/
"Sunrise Manor, Nevada",https://www.clarkcountynv.gov/government/departments/comprehensive_planning_department/divisions/advanced_planning_division/sunrise-manor
"Grand Prairie, Texas",https://www.gptx.org/Home
"Ocala, Florida",https://www.ocalafl.gov/
"Waco, Texas",https://www.waco-texas.com/Home
"Overland Park, Kansas",https://www.opkansas.org/
"Frederick, Maryland",https://www.frederickcountymd.gov/
"Huntington Beach, California",https://www.huntingtonbeachca.gov/
"Santa Barbara, California",https://santabarbaraca.gov/
"Peoria, Arizona",https://www.peoriaaz.gov/
"Cedar Rapids, Iowa",https://cedar-rapids.org/local_government/index.php
"Vancouver, Washington",https://www.cityofvancouver.us/
"Glendale, California",https://www.glendaleca.gov/
"Gastonia, North Carolina",https://www.cityofgastonia.com/
"Spring Hill, Florida",https://www.hernandocounty.us/
"Murfreesboro, Tennessee",https://www.murfreesborotn.gov/
"Tempe, Arizona",https://www.tempe.gov/
"Paradise, Nevada",https://nv.gov/
"Newport News, Virginia",https://www.nnva.gov/
"Erie, Pennsylvania",https://eriecountypa.gov/
"Fort Lauderdale, Florida",https://www.fortlauderdale.gov/
"Gainesville, Georgia",https://www.gainesville.org/
"Aurora, Illinois",https://www.aurora.il.us/Home
"Mauldin, South Carolina",https://cityofmauldin.org/
"Ontario, California",https://www.ontarioca.gov/
"Elk Grove, California",https://elkgrove.gov/
"Panama City, Florida",https://www.panamacity.gov/
"Cary, North Carolina",https://www.carync.gov/
"Hemet, California",https://www.hemetca.gov/
"Danbury, Connecticut",https://www.danbury-ct.gov/
"Rancho Cucamonga, California",https://www.cityofrc.us/
"Salinas, California",https://www.cityofsalinas.org/Home
"Oceanside, California",https://www.ci.oceanside.ca.us/government
"Vallejo, California",https://www.vallejo.gov/
"High Point, North Carolina",https://www.highpointnc.gov/
"Garden Grove, California",https://ggcity.org/
"Pembroke Pines, Florida",https://www.ppines.com/
"Lancaster, California",https://www.cityoflancasterca.org/
"Marysville, Washington",https://marysvillewa.gov/
"Bayamón, Puerto Rico",https://www.pr.gov/directorio-municipos/bayamon
"Fredericksburg, Virginia",https://www.fredericksburgva.gov/
"Visalia, California",https://www.visalia.city/
"Tuscaloosa, Alabama",https://www.tuscaloosa.com/
"Palmdale, California",https://www.cityofpalmdaleca.gov/
"Santa Cruz, California",https://www.santacruzcountyca.gov/
"Medford, Oregon",https://www.medfordoregon.gov/Home
"Norwich, Connecticut",https://www.norwichct.org/
"Merced, California",https://www.countyofmerced.com/
"Manchester, New Hampshire",https://www.manchesternh.gov/
"Odessa, Texas",https://www.odessa-tx.gov/
"Muskegon, Michigan",https://muskegon-mi.gov/
"Leesburg, Florida",https://www.leesburgflorida.gov/
"Lafayette, Indiana",https://www.lafayette.in.gov/
"Hayward, California",http://www.hayward-ca.gov/
"Corona, California",https://www.coronaca.gov/
"Paterson, New Jersey",https://www.patersonnj.gov/
"Alexandria, Virginia",https://www.alexandriava.gov/
"Macon, Georgia",https://www.maconbibb.us/
"Lakewood, Colorado",https://www.lakewood.org/Home
"Springfield, Illinois",https://www.springfield.il.us/
"Kansas City, Kansas",https://www.wycokck.org/Home
"Burlington, North Carolina",https://www.burlingtonnc.gov/
"Warner Robins, Georgia",https://www.wrga.gov/
"Sunnyvale, California",https://www.sunnyvale.ca.gov/
"Hollywood, Florida",https://www.hollywoodfl.org/
"Roseville, California",https://www.roseville.ca.us/
"New Bedford, Massachusetts",https://www.newbedford-ma.gov/
"South Lyon, Michigan",https://www.southlyonmi.org/government/index.php
"Bellevue, Washington",https://bellevuewa.gov/
"Fairfield, California",https://www.fairfield.ca.gov/government
"Binghamton, New York",https://www.binghamton-ny.gov/
"Topeka, Kansas",https://www.topeka.org/
"Escondido, California",https://www.escondido.gov/
"Joliet, Illinois",https://www.joliet.gov/
"Surprise, Arizona",https://surpriseaz.gov/
"Naperville, Illinois",https://www.naperville.il.us/
"Pasadena, Texas",https://www.pasadenatx.gov/
"Mesquite, Texas",https://cityofmesquite.com/
"Champaign, Illinois",https://champaignil.gov/
"Pomona, California",https://www.pomonaca.gov/
"Houma, Louisiana",https://tpcg.org/
"Athens, Georgia",https://www.accgov.com/
"St. George, Utah",https://sgcityutah.gov/
"Beaumont, Texas",https://www.beaumonttexas.gov/
"Elkhart, Indiana",https://elkhartindiana.org/
"Lake Charles, Louisiana",https://www.cityoflakecharles.com/government/
"Santa Maria, California",https://www.cityofsantamaria.org/
"Yuma, Arizona",https://www.yumaaz.gov/
"Olathe, Kansas",https://www.olatheks.gov/
"Midland, Texas",https://www.midlandtexas.gov/
"Greeley, Colorado",https://greeleygov.com/
"Torrance, California",https://www.torranceca.gov/
"Thornton, Colorado",https://www.thorntonco.gov/
"Las Cruces, New Mexico",https://lascruces.gov/
"Columbia, Missouri",https://www.como.gov/
"Fullerton, California",https://www.governmentjobs.com/careers/fullerton
"Grand Junction, Colorado",https://www.gjcity.org/
"Carolina, Puerto Rico",https://www.pr.gov/
"Metairie, Louisiana",https://www.jeffparish.gov/
"Orange, California",https://www.cityoforange.org/
"Warren, Michigan",https://www.cityofwarren.org/
"West Valley City, Utah",https://www.wvc-ut.gov/
"Hampton, Virginia",https://www.hampton.gov/
"Pasadena, California",https://www.cityofpasadena.net/
"Miramar, Florida",https://www.miramarfl.gov/Home
"Elizabeth, New Jersey",https://www.elizabethnj.org/
"Stamford, Connecticut",https://www.stamfordct.gov/
"Racine, Wisconsin",https://cityofracine.org/
"Kent, Washington",https://www.kentwa.gov/departments
"Yakima, Washington",https://www.yakimawa.gov/
"Coral Springs, Florida",https://www.coralsprings.gov/Home
"Sterling Heights, Michigan",https://www.sterlingheights.gov/
"Billings, Montana",https://www.billingsmt.gov/
"Bloomington, Illinois",https://www.bloomingtonil.gov/
"Charleston, West Virginia",https://www.charlestonwv.gov/
"Carrollton, Texas",https://www.cityofcarrollton.com/
"Tyler, Texas",https://www.cityoftyler.org/
"Iowa City, Iowa",https://www.icgov.org/
"Johnson City, Tennessee",https://www.johnsoncitytn.org/
"Santa Clara, California",https://www.santaclaraca.gov/
"Bellingham, Washington",https://cob.org/
"Norman, Oklahoma",https://www.normanok.gov/
"Coeur d'Alene, Idaho",https://www.cdaid.org/
"Fort Smith, Arkansas",https://www.fortsmithar.gov/
"Lewisville, Texas",https://www.cityoflewisville.com/
"Dover, Delaware",https://www.cityofdover.com/
"Yuba City, California",https://www.yuba.gov/
"Lehigh Acres, Florida",https://www.la-msid.com/
"Abilene, Texas",https://www.abilenetx.gov/
"Simi Valley, California",https://www.simivalley.org/
"Pearland, Texas",https://www.pearlandtx.gov/
"Kenosha, Wisconsin",https://www.kenoshacountywi.gov/
"Arecibo, Puerto Rico",https://arecibo.pr.gov/
"Meridian, Idaho",https://meridiancity.org/
"Round Rock, Texas",https://www.roundrocktexas.gov/
"Waldorf, Maryland",https://www.charlescountymd.gov/
"Temple, Texas",https://www.templetx.gov/
"Lynchburg, Virginia",https://www.lynchburgva.gov/
"Rochester, Minnesota",https://www.rochestermn.gov/
"Logan, Utah",https://www.loganutah.gov/
"Arvada, Colorado",https://www.arvadaco.gov/
"Clovis, California",https://cityofclovis.com/
"Independence, Missouri",https://www.independencemo.gov/
"Redding, California",https://www.cityofredding.gov/
"Greenville, North Carolina",https://www.greenvillenc.gov/
"Duluth, Minnesota",https://duluthmn.gov/
"Berkeley, California",https://berkeleyca.gov/
"Boulder, Colorado",https://bouldercolorado.gov/
"Pueblo, Colorado",https://www.pueblo.us/
"West Palm Beach, Florida",https://www.wpb.org/Home
"Burlington, Vermont",https://www.burlingtonvt.gov/
"Seaside, California",https://www.ci.seaside.ca.us/
"Richardson, Texas",https://www.cor.net/
"Cambridge, Massachusetts",https://www.cambridgema.gov/
"Monroe, Louisiana",https://monroela.us/
"North Charleston, South Carolina",https://www.northcharleston.org/
"Saginaw, Michigan",https://www.saginaw-mi.com/
"Clearwater, Florida",https://www.myclearwater.com/Home
"The Woodlands, Texas",https://www.thewoodlandstownship-tx.gov/Home
"Brandon, Florida",https://hcfl.gov/
"St. Cloud, Minnesota",https://www.ci.stcloud.mn.us/
"West Jordan, Utah",https://www.westjordan.utah.gov/
"Broken Arrow, Oklahoma",https://www.brokenarrowok.gov/
"Harlingen, Texas",https://www.harlingentx.gov/
"Kailua, Hawaii",https://portal.ehawaii.gov/
"Westminster, Colorado",https://www.westminsterco.gov/
"Gilroy, California",https://www.cityofgilroy.org/
"Richmond, California",https://www.ci.richmond.ca.us/
"Mandeville, Louisiana",https://www.louisiana.gov/
"Utica, New York",https://www.cityofutica.com/
"Ponce, Puerto Rico",https://www.pr.gov/directorio-municipos/ponce
"League City, Texas",https://www.leaguecitytx.gov/
"Port Arthur, Texas",https://www.portarthurtx.gov/
"Lowell, Massachusetts",https://www.lowellma.gov/
"East Los Angeles, California",https://lacity.gov/
"Carlsbad, California",https://www.carlsbadca.gov/
"Elgin, Illinois",https://elginil.gov/
"Waterloo, Iowa",https://www.cityofwaterlooiowa.com/government/index.php
"Leominster, Massachusetts",https://www.leominster-ma.gov/
"Bend, Oregon",https://www.bendoregon.gov/
"Sioux City, Iowa",https://www.sioux-city.org/
"Gresham, Oregon",https://www.greshamoregon.gov/
"Longview, Texas",https://www.longviewtexas.gov/
"Pompano Beach, Florida",https://www.pompanobeachfl.gov/
"Downey, California",https://www.downeyca.org/
"Murrieta, California",https://www.murrietaca.gov/
"Idaho Falls, Idaho",https://www.idahofallsidaho.gov/
"Miami Gardens, Florida",https://www.miamigardens-fl.gov/
"Everett, Washington",https://www.everettwa.gov/
"Holland, Michigan",https://www.cityofholland.com/
"Costa Mesa, California",https://www.costamesaca.gov/
"Temecula, California",https://temeculaca.gov/
"Jacksonville, North Carolina",https://www.jacksonvillenc.gov/
"San Buenaventura, California",https://www.cityofventura.ca.gov/
"Sugar Land, Texas",https://www.sugarlandtx.gov/
"Chico, California",https://www.chico.ca.us/
"South Fulton, Georgia",https://www.cityofsouthfultonga.gov/
"Sparks, Nevada",https://www.cityofsparks.us/
"Eau Claire, Wisconsin",https://www.eauclairewi.gov/
"Auburn, Alabama",https://www.auburnal.gov/
"Dearborn, Michigan",https://dearborn.gov/
"Riverview, Florida",https://hcfl.gov/
"Allen, Texas",https://www.cityofallen.org/
"West Covina, California",https://www.westcovina.org/
"Centennial, Colorado",https://www.centennialco.gov/Home
"Bloomington, Indiana",https://bloomington.in.gov/
"Sandy Springs, Georgia",https://www.sandyspringsga.gov/
"El Monte, California",https://www.ci.el-monte.ca.us/
"Hillsboro, Oregon",https://www.hillsboro-oregon.gov/
"Menifee, California",https://www.cityofmenifee.us/
"Rio Rancho, New Mexico",https://rrnm.gov/
"Davie, Florida",https://www.davie-fl.gov/
"Jurupa Valley, California",https://www.jurupavalley.org/
"Columbia, Maryland",https://www.howardcountymd.gov/
"Inglewood, California",https://www.cityofinglewood.org/
"Spokane Valley, Washington",https://www.spokanevalleywa.gov/
"Renton, Washington",https://www.rentonwa.gov/Home
"San Tan Valley, Arizona",https://www.pinal.gov/
"Burbank, California",https://www.burbankca.gov/
"Brockton, Massachusetts",https://brockton.ma.us/
"El Cajon, California",https://www.elcajon.gov/
"Rialto, California",https://www.rialtoca.gov/
"San Mateo, California",https://www.cityofsanmateo.org/
"Goodyear, Arizona",https://www.goodyearaz.gov/
"Charlottesville, Virginia",https://www.charlottesville.gov/
"Lafayette, Colorado",https://www.lafayetteco.gov/
"Lee's Summit, Missouri",https://cityofls.net/
"Edinburg, Texas",https://cityofedinburg.com/departments/index.php
"Daly City, California",https://www.dalycity.org/
"Wichita Falls, Texas",http://www.wichitafallstx.gov/
"Bowling Green, Kentucky",https://www.bgky.org/
"Longmont, Colorado",https://longmontcolorado.gov/
"Vacaville, California",https://www.cityofvacaville.gov/
"Highlands Ranch, Colorado",https://www.highlandsranch.org/government
"Quincy, Massachusetts",https://www.quincyma.gov/
"Fishers, Indiana",https://fishersin.gov/
"Lynn, Massachusetts",https://www.lynnma.gov/
"Norwalk, California",https://www.norwalk.org/
"Carmel, Indiana",https://www.carmel.in.gov/
"Hesperia, California",https://www.hesperiaca.gov/
"St. Augustine, Florida",https://www.citystaug.com/
"Buckeye, Arizona",https://www.buckeyeaz.gov/
"San Angelo, Texas",https://www.sanangelo.gov/
"Federal Way, Washington",https://www.federalwaywa.gov/
"Bismarck, North Dakota",https://www.bismarcknd.gov/
"Boca Raton, Florida",https://www.myboca.us/
"New Braunfels, Texas",https://newbraunfels.gov/
"Vista, California",https://www.vista.gov/
"Beaverton, Oregon",https://www.beavertonoregon.gov/
"Portsmouth, Virginia",https://www.portsmouthva.gov/
"Orem, Utah",https://orem.gov/
"Conroe, Texas",https://www.cityofconroe.org/
"Suffolk, Virginia",https://www.suffolkva.us/
"Sunrise, Florida",https://www.sunrisefl.gov/
"Lawrence, Kansas",https://www.lawrenceks.org/
"Arden-Arcade, California",https://www.saccounty.gov/
"Prescott Valley, Arizona",https://www.prescottvalley-az.gov/
"Middletown, Ohio",https://cityofmiddletown.org/
"San Germán, Puerto Rico",https://www.estado.pr.gov/en/home
"Edmond, Oklahoma",https://www.edmondok.gov/
"Tracy, California",https://www.cityoftracy.org/
"Manteca, California",https://www.manteca.gov/
"Kingsport, Tennessee",https://www.kingsporttn.gov/
"Portsmouth, New Hampshire",https://www.portsmouthnh.gov/
"Sandy, Utah",https://sandy.utah.gov/
"Palm Coast, Florida",https://www.palmcoast.gov/
"Slidell, Louisiana",https://myslidell.com/
"San Marcos, California",https://www.san-marcos.net/your-government
"Livonia, Michigan",https://livonia.gov/
"Santa Fe, New Mexico",https://santafenm.gov/
"Plantation, Florida",https://www.plantation.org/
"Atascocita, Texas",https://www.atascocita.com/govt/
"Fall River, Massachusetts",https://fallriverma.gov/
"Compton, California",https://www.comptoncity.org/
"Carson, California",https://carsonca.gov/
"La Crosse, Wisconsin",https://www.cityoflacrosse.org/
"Missoula, Montana",https://www.ci.missoula.mt.us/
"O'Fallon, Missouri",https://www.ofallonmo.gov/
"Mount Pleasant, South Carolina",https://www.tompsc.com/
"Roswell, Georgia",https://www.roswellgov.com/government
"Hoover, Alabama",https://hooveralabama.gov/
"Florence, South Carolina",https://www.cityofflorence.com/
"Williamsburg, Virginia",https://www.williamsburgva.gov/
"South Gate, California",https://www.cityofsouthgate.org/Home
"Chino, California",https://www.cityofchino.org/
"Fort Myers, Florida",https://www.fortmyers.gov/
"Kirkland, Washington",https://www.kirklandwa.gov/Home
"Santa Monica, California",https://www.santamonica.gov/
"Vineland, New Jersey",https://www.vinelandcity.org/
"Norwalk, Connecticut",https://www.norwalkct.gov/
"Alafaya, Florida",https://www.orangecountyfl.net/
"Lawton, Oklahoma",https://www.lawtonok.gov/
"Avondale, Arizona",https://www.avondaleaz.gov/
"Germantown, Maryland",https://www.montgomerycountymd.gov/
"Rapid City, South Dakota",https://www.rcgov.org/
"Westminster, California",https://www.westminster-ca.gov/
"Clifton, New Jersey",https://www.cliftonnj.org/
"Waukegan, Illinois",https://www.waukeganil.gov/
"Bloomington, Minnesota",https://www.bloomingtonmn.gov/
"Mayagüez, Puerto Rico",https://www.pr.gov/directorio-municipos/mayaguez
"San Leandro, California",https://www.sanleandro.org/
"Newton, Massachusetts",https://www.newtonma.gov/
"Joplin, Missouri",https://www.joplinmo.org/
"Lawrence, Massachusetts",https://www.cityoflawrence.com/
"Springdale, Arkansas",https://www.springdalear.gov/
"Troy, Michigan",https://troymi.gov/
"Citrus Heights, California",http://www.citrusheights.net/
"Deerfield Beach, Florida",https://www.deerfield-beach.com/
"Town 'n' Country, Florida",https://hcfl.gov/
"Winchester, Virginia",https://www.winchesterva.gov/Home
"Mission, Texas",https://missiontexas.us/
"Bryan, Texas",https://www.bryantx.gov/
"Hawthorne, California",https://www.cityofhawthorne.org/
"Whittier, California",https://www.cityofwhittier.org/
"Livermore, California",https://www.livermoreca.gov/
"Lake Forest, California",http://www.lakeforestca.gov/en/home
"San Ramon, California",https://www.sanramon.ca.gov/
"Melbourne, Florida",https://www.melbourneflorida.org/Home
"Franklin, Tennessee",https://www.franklintn.gov/
"Auburn, Washington",https://www.auburnwa.gov/
